,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,rating,G,PG,PG-13,R,unrated,superstar,years_old
2120,Color,David Palmer,176.0,100.0,21.0,552.0,Tom Arnold,14000.0,13746550.0,Bradley Cooper,Hit and Run ,29322,15922,Beau Bridges,5.0,http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1,104.0,English,USA,R,2000000.0,2012-01-01,618.0,6.1,R,0,0,0,1,0,0,4
2121,Color,Callie Khouri,98.0,104.0,144.0,290.0,Ted Danson,939.0,20668843.0,Stephen Root,Mad Money ,16831,2453,Roger Cross,3.0,http://www.imdb.com/title/tt0951216/?ref_=fn_tt_tt_1,54.0,English,USA,PG-13,22000000.0,2008-01-01,875.0,5.8,PG-13,0,0,1,0,0,0,8
2124,Color,John Curran,138.0,105.0,43.0,827.0,Milla Jovovich,22000.0,1796024.0,Robert De Niro,Stone ,34985,37766,Frances Conroy,1.0,http://www.imdb.com/title/tt1423995/?ref_=fn_tt_tt_1,135.0,English,USA,R,22000000.0,2010-01-01,14000.0,5.4,R,0,0,0,1,0,0,6
2126,Color,Scott Cooper,288.0,116.0,108.0,120.0,Sam Shepard,23000.0,11326836.0,Christian Bale,Out of the Furnace ,83171,24134,Dendrie Taylor,0.0,http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1,231.0,English,USA,R,22000000.0,2013-01-01,820.0,6.8,R,0,0,0,1,0,0,3
2127,Color,Tony Gilroy,299.0,119.0,209.0,521.0,Denis O'Hare,1000.0,49024969.0,Tom Wilkinson,Michael Clayton ,133367,3284,Sydney Pollack,0.0,http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1,363.0,English,USA,R,25000000.0,2007-01-01,896.0,7.3,R,0,0,0,1,0,0,9
2128,Color,Peter Segal,27.0,101.0,88.0,812.0,Bradley Whitford,957.0,22294341.0,Wilford Brimley,My Fellow Americans ,12278,4629,Sela Ward,3.0,http://www.imdb.com/title/tt0117119/?ref_=fn_tt_tt_1,71.0,English,USA,PG-13,21500000.0,1996-01-01,821.0,6.5,PG-13,0,0,1,0,0,0,20
2129,Color,Mark Pellington,155.0,117.0,89.0,442.0,Spencer Treat Clark,12000.0,24362501.0,Jeff Bridges,Arlington Road ,69980,13576,Hope Davis,1.0,http://www.imdb.com/title/tt0137363/?ref_=fn_tt_tt_1,591.0,English,USA,R,21500000.0,1999-01-01,541.0,7.2,R,0,0,0,1,0,0,17
2131,Color,Woody Allen,275.0,112.0,11000.0,159.0,Judy Davis,385.0,16684352.0,Ornella Muti,To Rome with Love ,67893,1205,Alessandra Mastronardi,0.0,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,163.0,English,USA,R,17000000.0,2012-01-01,223.0,6.3,R,0,0,0,1,0,0,4
2132,Color,Clint Eastwood,43.0,136.0,16000.0,216.0,Warren Clarke,16000.0,46700000.0,Clint Eastwood,Firefox ,19832,16805,Kenneth Colley,1.0,http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1,98.0,English,USA,PG,21000000.0,1982-01-01,281.0,5.9,PG,0,1,0,0,0,0,34
2133,Color,Trey Parker,163.0,81.0,406.0,406.0,Eric Idle,893.0,52008288.0,Minnie Driver,South Park: Bigger Longer & Uncut ,162037,3003,Trey Parker,1.0,http://www.imdb.com/title/tt0158983/?ref_=fn_tt_tt_1,928.0,English,USA,R,21000000.0,1999-01-01,795.0,7.8,R,0,0,0,1,0,0,17
2134,Color,Frank Oz,168.0,87.0,0.0,548.0,Ewen Bremner,22000.0,8579684.0,Peter Dinklage,Death at a Funeral ,89547,24324,Kris Marshall,0.0,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,199.0,English,USA,R,9000000.0,2007-01-01,557.0,7.4,R,0,0,0,1,0,0,9
2135,Color,Stuart Gillard,60.0,96.0,8.0,199.0,John Aylward,533.0,42660000.0,Paige Turco,Teenage Mutant Ninja Turtles III ,25086,1254,Matt Hill,0.0,http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1,87.0,English,USA,PG,17000000.0,1993-01-01,219.0,4.8,PG,0,1,0,0,0,0,23
2136,Color,Brian Robbins,85.0,106.0,48.0,39.0,D.B. Sweeney,18000.0,40219708.0,Keanu Reeves,Hardball ,22649,18630,DeWayne Warren,3.0,http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1,131.0,English,USA,PG-13,21000000.0,2001-01-01,558.0,6.3,PG-13,0,0,1,0,0,0,15
2137,Color,David O. Russell,539.0,122.0,737.0,14000.0,Robert De Niro,34000.0,132088910.0,Jennifer Lawrence,Silver Linings Playbook ,533607,72115,Bradley Cooper,0.0,http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1,692.0,English,USA,R,21000000.0,2012-01-01,22000.0,7.8,R,0,0,0,1,0,1,4
2139,Color,Tyler Perry,75.0,133.0,0.0,637.0,Loretta Devine,1000.0,37721949.0,Omari Hardwick,For Colored Girls ,6067,6035,Kimberly Elise,0.0,http://www.imdb.com/title/tt1405500/?ref_=fn_tt_tt_1,73.0,English,USA,R,25078901.3,2010-01-01,912.0,6.0,R,0,0,0,1,0,0,6
2141,Color,Jeff Wadlow,140.0,110.0,65.0,149.0,Neil Brown Jr.,3000.0,24848292.0,Djimon Hounsou,Never Back Down ,80556,4089,Leslie Hope,1.0,http://www.imdb.com/title/tt1023111/?ref_=fn_tt_tt_1,184.0,English,USA,PG-13,20000000.0,2008-01-01,427.0,6.6,PG-13,0,0,1,0,0,0,8
2142, Black and White,Katt Shea,85.0,104.0,52.0,484.0,Rachel Blanchard,711.0,17757087.0,Jason London,The Rage: Carrie 2 ,13065,3162,Eddie Kaye Thomas,1.0,http://www.imdb.com/title/tt0144814/?ref_=fn_tt_tt_1,253.0,English,USA,R,21000000.0,1999-01-01,490.0,4.6,R,0,0,0,1,0,0,17
2144,Color,Sam Mendes,217.0,98.0,0.0,374.0,Jim Gaffigan,925.0,9430988.0,Catherine O'Hara,Away We Go ,45992,1997,Carmen Ejogo,2.0,http://www.imdb.com/title/tt1176740/?ref_=fn_tt_tt_1,115.0,English,USA,R,17000000.0,2009-01-01,472.0,7.1,R,0,0,0,1,0,0,7
2145,Color,Joshua Michael Stern,131.0,120.0,0.0,886.0,Judge Reinhold,1000.0,16284360.0,Madeline Carroll,Swing Vote ,15079,6212,Nathan Lane,1.0,http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1,79.0,English,USA,PG-13,21000000.0,2008-01-01,901.0,6.1,PG-13,0,0,1,0,0,0,8
2146,Color,Brad Silberling,111.0,112.0,52.0,347.0,Holly Hunter,15000.0,6830957.0,Jake Gyllenhaal,Moonlight Mile ,11983,16692,Bob Clendenin,3.0,http://www.imdb.com/title/tt0179098/?ref_=fn_tt_tt_1,147.0,English,USA,PG-13,21000000.0,2002-01-01,1000.0,6.7,PG-13,0,0,1,0,0,0,14
2148,Color,John Duigan,16.0,102.0,18.0,186.0,Jill Hennessy,670.0,15593.0,Elaine Hendrix,Molly ,2295,1562,Sarah Wynter,1.0,http://www.imdb.com/title/tt0143746/?ref_=fn_tt_tt_1,40.0,English,USA,PG-13,21000000.0,1999-01-01,419.0,5.8,PG-13,0,0,1,0,0,0,17
2149,Color,Jodie Foster,276.0,91.0,0.0,220.0,Cherry Jones,34000.0,958319.0,Jennifer Lawrence,The Beaver ,39764,34705,Riley Thomas Stewart,0.0,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,148.0,English,USA,PG-13,21000000.0,2011-01-01,242.0,6.7,PG-13,0,0,1,0,0,1,5
2150,Color,Colin Higgins,11.0,114.0,19.0,842.0,Barry Corbin,1000.0,69700000.0,Dolly Parton,The Best Little Whorehouse in Texas ,7748,3688,Dom DeLuise,2.0,http://www.imdb.com/title/tt0083642/?ref_=fn_tt_tt_1,48.0,English,USA,R,35000000.0,1982-01-01,883.0,5.8,R,0,0,0,1,0,0,34
2152,Color,Steven Spielberg,234.0,115.0,14000.0,488.0,Karen Allen,11000.0,242374454.0,Harrison Ford,Raiders of the Lost Ark ,661017,12906,William Hootkins,1.0,http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1,771.0,English,USA,PG,18000000.0,1981-01-01,783.0,8.5,PG,0,1,0,0,0,0,35
2153,Color,Chris Columbus,37.0,120.0,0.0,1000.0,Kieran Culkin,3000.0,173585516.0,Macaulay Culkin,Home Alone 2: Lost in New York ,200077,7860,Devin Ratray,2.0,http://www.imdb.com/title/tt0104431/?ref_=fn_tt_tt_1,189.0,English,USA,PG,18000000.0,1992-01-01,1000.0,6.6,PG,0,1,0,0,0,0,24
2154,Color,Steven Spielberg,171.0,135.0,14000.0,252.0,Teri Garr,559.0,128300000.0,Bob Balaban,Close Encounters of the Third Kind ,139288,1591,Melinda Dillon,0.0,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,339.0,English,USA,PG,19400870.0,1977-01-01,481.0,7.7,PG,0,1,0,0,0,0,39
2155,Color,Jim Sonzero,148.0,90.0,2.0,807.0,Christina Milian,16000.0,20259297.0,Ian Somerhalder,Pulse ,24969,19952,Rick Gonzalez,0.0,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1,258.0,English,USA,PG-13,20000000.0,2006-01-01,1000.0,4.7,PG-13,0,0,1,0,0,0,10
2156,Color,Tony Scott,50.0,100.0,12000.0,605.0,Judge Reinhold,936.0,153665036.0,Dean Stockwell,Beverly Hills Cop II ,84824,4121,Ronny Cox,1.0,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,95.0,English,USA,R,28000000.0,1987-01-01,901.0,6.4,R,0,0,0,1,0,0,29
2157,Color,Adam Shankman,121.0,105.0,163.0,338.0,Kimberly J. Brown,1000.0,132541238.0,Angus T. Jones,Bringing Down the House ,30058,2505,Steve Harris,2.0,http://www.imdb.com/title/tt0305669/?ref_=fn_tt_tt_1,236.0,English,USA,PG-13,33000000.0,2003-01-01,409.0,5.5,PG-13,0,0,1,0,0,0,13
2158,Color,Jonathan Demme,185.0,138.0,438.0,173.0,Scott Glenn,12000.0,130727000.0,Anthony Hopkins,The Silence of the Lambs ,887467,13184,Anthony Heald,0.0,http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1,916.0,English,USA,R,19000000.0,1991-01-01,826.0,8.6,R,0,0,0,1,0,0,25
2159,Color,Penelope Spheeris,61.0,94.0,122.0,617.0,Lara Flynn Boyle,1000.0,121697350.0,Tia Carrere,Wayne's World ,114610,4263,Kurt Fuller,2.0,http://www.imdb.com/title/tt0105793/?ref_=fn_tt_tt_1,176.0,English,USA,PG-13,20000000.0,1992-01-01,619.0,7.0,PG-13,0,0,1,0,0,0,24
2160,Color,Jeff Tremaine,156.0,101.0,79.0,218.0,Steve-O,608.0,117224271.0,Bam Margera,Jackass 3D ,47794,1787,Chris Pontius,1.0,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1,81.0,English,USA,R,20000000.0,2010-01-01,362.0,7.1,R,0,0,0,1,0,0,6
2161,Color,Jeannot Szwarc,75.0,131.0,82.0,85.0,Murray Hamilton,813.0,102922376.0,Roy Scheider,Jaws 2 ,51314,1520,Joseph Mascolo,0.0,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,265.0,English,USA,PG,20000000.0,1978-01-01,366.0,5.7,PG,0,1,0,0,0,0,38
2162,Color,Raja Gosnell,100.0,91.0,67.0,597.0,Nick Zano,2000.0,94497271.0,Jamie Lee Curtis,Beverly Hills Chihuahua ,17829,4729,Ali Hillis,1.0,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,99.0,English,USA,PG,20000000.0,2008-01-01,641.0,3.7,PG,0,1,0,0,0,0,8
2163,Color,James Wan,511.0,112.0,0.0,697.0,Lili Taylor,6000.0,137387272.0,Mackenzie Foy,The Conjuring ,300110,9049,Hayley McFarland,0.0,http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1,807.0,English,USA,R,20000000.0,2013-01-01,960.0,7.5,R,0,0,0,1,0,0,3
2164,Color,Brian Levant,75.0,95.0,32.0,563.0,Tracy Morgan,826.0,82301521.0,Nia Long,Are We There Yet? ,22679,3558,Jay Mohr,2.0,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,149.0,English,USA,PG,32000000.0,2005-01-01,642.0,4.6,PG,0,1,0,0,0,0,11
2165,Color,Ben Falcone,148.0,100.0,265.0,265.0,Mark Duplass,989.0,84518155.0,Gary Cole,Tammy ,35965,2654,Ben Falcone,0.0,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1,144.0,English,USA,R,20000000.0,2014-01-01,830.0,4.9,R,0,0,0,1,0,0,2
2166,Color,D.J. Caruso,253.0,105.0,154.0,501.0,Aaron Yoo,884.0,80050171.0,Sarah Roemer,Disturbia ,186984,2287,Jose Pablo Cantillo,0.0,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491.0,English,USA,PG-13,20000000.0,2007-01-01,617.0,6.9,PG-13,0,0,1,0,0,0,9
2167,Color,Richard Linklater,204.0,108.0,0.0,487.0,Sarah Silverman,2000.0,81257845.0,Miranda Cosgrove,School of Rock ,210680,4403,Mike White,1.0,http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1,479.0,English,USA,PG-13,35000000.0,2003-01-01,931.0,7.1,PG-13,0,0,1,0,0,0,13
2168,Color,Paul W.S. Anderson,72.0,101.0,545.0,545.0,Cary-Hiroyuki Tagawa,1000.0,70360285.0,Christopher Lambert,Mortal Kombat ,81783,3816,Bridgette Wilson-Sampras,0.0,http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1,283.0,English,USA,PG-13,18000000.0,1995-01-01,1000.0,5.8,PG-13,0,0,1,0,0,0,21
2169,Color,Paul McGuigan,98.0,114.0,118.0,40.0,Christopher Cousins,489.0,12831121.0,Jessica Paré,Wicker Park ,44979,679,Mark Camacho,0.0,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,298.0,English,USA,PG-13,30000000.0,2004-01-01,93.0,7.0,PG-13,0,0,1,0,0,0,12
2170,Color,Keenen Ivory Wayans,62.0,109.0,322.0,861.0,Jaime King,1000.0,69148997.0,Busy Philipps,White Chicks ,98794,6313,Brittany Daniel,4.0,http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1,251.0,English,USA,PG-13,37000000.0,2004-01-01,960.0,5.4,PG-13,0,0,1,0,0,0,12
2171,Color,Alexander Payne,549.0,115.0,729.0,552.0,Nick Krause,8000.0,82624961.0,Shailene Woodley,The Descendants ,205284,9578,Beau Bridges,0.0,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,439.0,English,USA,R,20000000.0,2011-01-01,727.0,7.3,R,0,0,0,1,0,0,5
2172, Black and White,Andrew Davis,106.0,117.0,99.0,165.0,Zane Holtz,596.0,67325559.0,Tim Blake Nelson,Holes ,58222,1293,Ski Carr,0.0,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,331.0,English,USA,PG,20000000.0,2003-01-01,265.0,7.1,PG,0,1,0,0,0,0,13
2173,Color,Julie Anne Robinson,123.0,107.0,30.0,318.0,Bobby Coleman,742.0,62933793.0,Kelly Preston,The Last Song ,62421,2341,Melissa Ordway,1.0,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,185.0,English,USA,PG,20000000.0,2010-01-01,360.0,5.8,PG,0,1,0,0,0,0,6
2174,Color,Steve McQueen,597.0,134.0,0.0,500.0,Scoot McNairy,2000.0,56667870.0,Quvenzhané Wallis,12 Years a Slave ,439176,4251,Taran Killam,0.0,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,695.0,English,USA,R,20000000.0,2013-01-01,660.0,8.1,R,0,0,0,1,0,0,3
2175,Color,Charles Stone III,64.0,118.0,30.0,284.0,Nick Cannon,962.0,56398162.0,Leonard Roberts,Drumline ,28649,2390,Jason Weaver,0.0,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1,185.0,English,USA,PG-13,20000000.0,2002-01-01,593.0,5.7,PG-13,0,0,1,0,0,0,14
2176,Color,Tyler Perry,40.0,121.0,0.0,721.0,Cicely Tyson,2000.0,60072596.0,Michael Jai White,Why Did I Get Married Too? ,7664,6657,Tasha Smith,8.0,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,68.0,English,USA,PG-13,20000000.0,2010-01-01,907.0,4.4,PG-13,0,0,1,0,0,0,6
2177,Color,Tim Burton,111.0,105.0,13000.0,658.0,Dianne Wiest,40000.0,56362352.0,Johnny Depp,Edward Scissorhands ,357581,42330,Conchata Ferrell,0.0,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,588.0,English,USA,PG-13,20000000.0,1990-01-01,967.0,7.9,PG-13,0,0,1,0,0,1,26
2179,Color,Tyler Perry,31.0,114.0,0.0,582.0,Tom Arnold,982.0,65623128.0,John Amos,Madea's Witness Protection ,7354,2753,Romeo Miller,5.0,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,50.0,English,USA,PG-13,20000000.0,2012-01-01,618.0,4.8,PG-13,0,0,1,0,0,0,4
2181,Color,Jon Lucas,81.0,100.0,24.0,851.0,Jay Hernandez,15000.0,55461307.0,Mila Kunis,Bad Moms ,4654,18786,Jada Pinkett Smith,9.0,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,46.0,English,USA,R,20000000.0,2016-01-01,1000.0,6.7,R,0,0,0,1,0,0,0
2182,Color,Aaron Seltzer,99.0,85.0,64.0,729.0,Carmen Electra,3000.0,48546578.0,Alyson Hannigan,Date Movie ,50415,6539,Fred Willard,0.0,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,613.0,English,USA,PG-13,20000000.0,2006-01-01,869.0,2.7,PG-13,0,0,1,0,0,0,10
2183,Color,Robin Budd,80.0,72.0,2.0,434.0,Rob Paulsen,1000.0,48423368.0,Roger Rees,Return to Never Land ,13324,3402,Spencer Breslin,1.0,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1,79.0,English,USA,G,20000000.0,2002-01-01,677.0,5.8,G,1,0,0,0,0,0,14
2185,Color,Steve Trenbirth,85.0,72.0,0.0,384.0,Phil Collins,3000.0,47887943.0,Haley Joel Osment,The Jungle Book 2 ,11634,4480,Tony Jay,0.0,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1,58.0,English,USA,G,20000000.0,2003-01-01,455.0,5.4,G,1,0,0,0,0,0,13
2186,Color,Stephen Kay,140.0,89.0,19.0,349.0,Skye McCole Bartusiak,526.0,46363118.0,Barry Watson,Boogeyman ,25960,1383,Charles Mesure,0.0,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,389.0,English,USA,PG-13,20000000.0,2005-01-01,392.0,4.1,PG-13,0,0,1,0,0,0,11
2187,Color,Mennan Yapo,184.0,96.0,9.0,107.0,Amber Valletta,826.0,47852604.0,Nia Long,Premonition ,62364,1825,Marc Macaulay,0.0,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1,337.0,English,USA,PG-13,20000000.0,2007-01-01,626.0,5.9,PG-13,0,0,1,0,0,0,9
2188,Color,Jun Falkenstein,89.0,77.0,25.0,16.0,John Fiedler,304.0,45542421.0,Kath Soucie,The Tigger Movie ,13319,575,Ken Sansom,0.0,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,53.0,English,USA,G,30000000.0,2000-01-01,253.0,6.3,G,1,0,0,0,0,0,16
2189,Color,Jaume Collet-Serra,265.0,123.0,174.0,602.0,CCH Pounder,87000.0,41573740.0,Jimmy Bennett,Orphan ,141663,88953,Aryana Engineer,1.0,http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1,383.0,English,USA,R,25078901.3,2009-01-01,1000.0,7.0,R,0,0,0,1,0,1,7
2190,Color,Boaz Yakin,61.0,111.0,132.0,455.0,Joseph Julian Soria,1000.0,42652003.0,Jay Hernandez,Max ,18915,2851,Edgar Arreola,0.0,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,87.0,English,USA,PG,20000000.0,2015-01-01,465.0,6.8,PG,0,1,0,0,0,0,1
2192,Color,Jason Friedberg,112.0,93.0,82.0,729.0,Carmen Electra,926.0,39737645.0,David Carradine,Epic Movie ,89687,4293,Fred Willard,11.0,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1,666.0,English,USA,PG-13,20000000.0,2007-01-01,869.0,2.3,PG-13,0,0,1,0,0,0,9
2193,Color,John Milius,166.0,129.0,468.0,183.0,Mako,919.0,37567440.0,William Smith,Conan the Barbarian ,113068,2024,Sandahl Bergman,0.0,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,337.0,English,USA,R,20000000.0,1982-01-01,691.0,6.9,R,0,0,0,1,0,0,34
2194,Color,Tom McCarthy,474.0,128.0,310.0,77.0,Jamey Sheridan,745.0,44988180.0,Billy Crudup,Spotlight ,195333,1058,Brian d'Arcy James,2.0,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,409.0,English,USA,R,20000000.0,2015-01-01,168.0,8.1,R,0,0,0,1,0,0,1
2195,Color,Neil LaBute,165.0,110.0,119.0,332.0,Justin Chambers,1000.0,39263506.0,Jay Hernandez,Lakeview Terrace ,40469,2382,Robert Pine,1.0,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1,135.0,English,USA,PG-13,22000000.0,2008-01-01,931.0,6.1,PG-13,0,0,1,0,0,0,8
2196,Color,Takashi Shimizu,131.0,137.0,70.0,464.0,Sarah Roemer,4000.0,39143839.0,Sarah Michelle Gellar,The Grudge 2 ,38658,5746,Matthew Knight,0.0,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,284.0,English,USA,PG-13,20000000.0,2006-01-01,884.0,5.0,PG-13,0,0,1,0,0,0,10
2197,Color,Kevin Rodney Sullivan,29.0,124.0,8.0,232.0,James Pickens Jr.,508.0,37672350.0,Richard Lawson,How Stella Got Her Groove Back ,5427,1660,Barry Shabaka Henley,1.0,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1,51.0,English,USA,R,20000000.0,1998-01-01,270.0,5.5,R,0,0,0,1,0,0,18
2198,Color,Peter Hewitt,43.0,93.0,12.0,636.0,George Carlin,18000.0,38037513.0,Keanu Reeves,Bill & Ted's Bogus Journey ,49680,20188,Alex Winter,2.0,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,117.0,English,USA,PG,20000000.0,1991-01-01,769.0,6.2,PG,0,1,0,0,0,0,25
2199,Color,Barry Levinson,111.0,115.0,272.0,1000.0,Tina Fey,49000.0,37442180.0,Robin Williams,Man of the Year ,28005,52571,Amy Poehler,1.0,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1,236.0,English,USA,PG-13,20000000.0,2006-01-01,2000.0,6.2,PG-13,0,0,1,0,0,1,10
2201,Color,Anton Corbijn,333.0,105.0,210.0,101.0,Thekla Reuten,978.0,35596227.0,Violante Placido,The American ,79461,1454,Filippo Timi,1.0,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,463.0,English,USA,R,20000000.0,2010-01-01,191.0,6.3,R,0,0,0,1,0,0,6
2202,Color,Gregory Nava,37.0,127.0,16.0,399.0,Constance Marie,565.0,35422828.0,Jon Seda,Selena ,19126,1735,Jacob Vargas,1.0,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,155.0,English,USA,PG,20000000.0,1997-01-01,441.0,6.7,PG,0,1,0,0,0,0,19
2203,Color,Jason Friedberg,122.0,82.0,82.0,354.0,Dave Foley,759.0,36658108.0,Diedrich Bader,Vampires Suck ,39095,2898,Anneliese van der Pol,7.0,http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1,187.0,English,USA,PG-13,20000000.0,2010-01-01,401.0,3.5,PG-13,0,0,1,0,0,0,6
2205,Color,Shawn Levy,156.0,103.0,189.0,949.0,Abigail Spencer,2000.0,34290142.0,Tina Fey,This Is Where I Leave You ,54242,4662,Jane Fonda,8.0,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,145.0,English,USA,R,19800000.0,2014-01-01,1000.0,6.6,R,0,0,0,1,0,0,2
2206,Color,John Patrick Shanley,293.0,104.0,53.0,652.0,Meryl Streep,22000.0,33422556.0,Philip Seymour Hoffman,Doubt ,99236,33903,Carrie Preston,0.0,http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1,321.0,English,USA,PG-13,20000000.0,2008-01-01,11000.0,7.5,PG-13,0,0,1,0,0,0,8
2207,Color,Trey Parker,233.0,98.0,406.0,406.0,Maurice LaMarche,860.0,32774834.0,Jeremy Shada,Team America: World Police ,136048,2609,Trey Parker,5.0,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1,700.0,English,USA,R,30000000.0,2004-01-01,523.0,7.2,R,0,0,0,1,0,0,12
2208,Color,John Luessenhop,282.0,92.0,34.0,322.0,Keram Malicki-Sánchez,383.0,34334256.0,Gunnar Hansen,Texas Chainsaw 3D ,35131,1945,Shaun Sipos,0.0,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,255.0,English,USA,R,11000000.0,2013-01-01,333.0,4.8,R,0,0,0,1,0,0,3
2209,Color,Jon Amiel,57.0,123.0,36.0,631.0,Holly Hunter,10000.0,32051917.0,William McNamara,Copycat ,42315,12338,Harry Connick Jr.,0.0,http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1,140.0,English,USA,R,20000000.0,1995-01-01,1000.0,6.6,R,0,0,0,1,0,0,21
2210,Color,Malcolm D. Lee,153.0,88.0,92.0,636.0,Snoop Dogg,31000.0,32014289.0,Marisa Saks,Scary Movie 5 ,50337,34319,Molly Shannon,8.0,http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1,177.0,English,USA,PG-13,20000000.0,2013-01-01,881.0,3.5,PG-13,0,0,1,0,0,1,3
2212,Color,Gus Van Sant,324.0,128.0,835.0,755.0,Denis O'Hare,11000.0,31838002.0,James Franco,Milk ,136673,13189,Lucas Grabeel,1.0,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1,281.0,English,USA,R,20000000.0,2008-01-01,896.0,7.6,R,0,0,0,1,0,0,8
2213,Color,Kevin Reynolds,122.0,107.0,58.0,47.0,Jan Cornet,141.0,36874745.0,Peter Firth,Risen ,12276,389,María Botto,2.0,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,20000000.0,2016-01-01,76.0,6.3,PG-13,0,0,1,0,0,0,0
2214,Color,Steve Beck,156.0,91.0,17.0,78.0,Ron Eldard,534.0,30079316.0,Isaiah Washington,Ghost Ship ,75920,1083,Francesca Rettondini,0.0,http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1,474.0,English,USA,R,35000000.0,2002-01-01,385.0,5.5,R,0,0,0,1,0,0,14
2215,Color,Todd Strauss-Schulson,161.0,90.0,12.0,587.0,Thomas Lennon,786.0,35033759.0,Patton Oswalt,A Very Harold & Kumar 3D Christmas ,55008,2462,Paula Garcés,4.0,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,93.0,English,USA,R,19000000.0,2011-01-01,651.0,6.3,R,0,0,0,1,0,0,5
